"","gene","genename","genechr","genepos","genedesc"
"14870","Hs.323193","MGC3222","3","14141.545","hypothetical protein MGC3222"
"14871","Hs.164256","NPL4","17","80219.882","hypothetical protein FLJ20657"
"14872","Hs.177507","HSPC155","1","158340.34","hypothetical protein HSPC155"
"14873","Hs.239720","CNOT2","12","68958.178","CCR4-NOT transcription complex, subunit 2"
"14874","Hs.28505","UBE2H","7","129026.007","ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)"
"14875","Hs.9788","MGC10924","5","141516.824","hypothetical protein MGC10924 similar to Nedd4 WW-binding protein 5"
"14876","Hs.177530","ATP5E","20","58289.142","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
"14877","Hs.118064","NUCKS","1","202863.847","similar to rat nuclear ubiquitous casein kinase 2"
"14878","Hs.18271","GOLPH3","5","32170.324","golgi phosphoprotein 3 (coat-protein)"
"14879","Hs.334647","FLJ20011","19","10662.396","hypothetical protein FLJ20011"
"14880","Hs.256583","ILF3","19","10625.987","interleukin enhancer binding factor 3, 90kD"
"14881","Hs.241543","DKFZP586F1524","17","26819.223","DKFZP586F1524 protein"
"14882","Hs.326588","GLTSCR2","19","52940.619","glioma tumor suppressor candidate region gene 2"
"14883","Hs.324178","MGC2745","9","123576.796","hypothetical protein MGC2745"
"14884","Hs.5216","HSPC028","7","16430.095","HSPC028 protein"
"14885","Hs.295947","FLJ10595","5","145521.537","hypothetical protein FLJ10595"
"14886","Hs.8148","LOC51714","3","151642.015","selenoprotein T"
"14887","Hs.20993","HGRG8","1","28750.994","high-glucose-regulated protein 8"
"14888","Hs.289043","SPIN","9","86460.533","spindlin"
"14889","Hs.8207","GK001","17","62295.981","GK001 protein"
"14890","Hs.14963","FACTP140","14","19809.765","chromatin-specific transcription elongation factor large subunit"
"14891","Hs.283728","pcnp","3","102613.942","PEST-containing nuclear protein"
"14892","Hs.323342","ARPC4","3","9809.733","actin related protein 2/3 complex, subunit 4 (20 kD)"
"14893","Hs.323342","ARPC4","3","9809.733","actin related protein 2/3 complex, subunit 4 (20 kD)"
"14894","Hs.7953","LOC51125","8","41365.482","HSPC041 protein"
"14895","Hs.14838","FLJ10773",NA,NA,"likely ortholog of mouse NPC derived proline rich protein 1"
"14896","Hs.334811","WBP11","12","14830.68","WW domain binding protein 11"
"14897","Hs.334811","WBP11","12","14830.68","WW domain binding protein 11"
"14898","Hs.184325","NCUBE1","6","90034.302","non-canonical ubquitin conjugating enzyme 1"
"14899","Hs.184325","NCUBE1","6","90034.302","non-canonical ubquitin conjugating enzyme 1"
"14900","Hs.184325","NCUBE1","6","90034.302","non-canonical ubquitin conjugating enzyme 1"
"14901","Hs.71475","ACP33","15","62971.179","acid cluster protein 33"
"14902","Hs.331328","FLJ13213","15","56887.306","hypothetical protein FLJ13213"
"14903","Hs.12820","SAD1","2","85817.848","SnRNP assembly defective 1 homolog"
"14904","Hs.12865","p47","20","1417.81","likely ortholog of rat p47"
"14905","Hs.373499","","6","86319.534","Homo sapiens cDNA FLJ31626 fis, clone NT2RI2003317"
"14906","Hs.373499","","6","86319.534","Homo sapiens cDNA FLJ31626 fis, clone NT2RI2003317"
"14907","Hs.155489","NSAP1","6","86319.534","NS1-associated protein 1"
"14908","Hs.184062","C20orf24","20","35919.602","chromosome 20 open reading frame 24"
"14909","Hs.18851","YAP","1","152846.039","YY1 associated protein"
"14910","Hs.189658","LOC51652","2","86705.092","CGI-149 protein"
"14911","Hs.241471","RNB6","14","98521.824","RNB6"
"14912","Hs.250897","TFG","3","101749.196","TRK-fused gene"
"14913","Hs.274317","ABS","5","177052.179","DEAD-box protein abstrakt"
"14914","Hs.63304","PME-1","11","73608.675","protein phosphatase methylesterase-1"
"14915","Hs.7194","LOC51631","7","138459.406","CGI-74 protein"
"14916","Hs.181112","HSPC126","13","46448.716","HSPC126 protein"
"14917","Hs.283724","NLI-IF","2","219467.017","nuclear LIM interactor-interacting factor"
"14918","Hs.7917","DKFZP564K247","3","42786.386","DKFZP564K247 protein"
"14919","Hs.79322","QARS","3","49092.377","glutaminyl-tRNA synthetase"
"14920","Hs.108319","TRAP150","1","36117.707","thyroid hormone receptor-associated protein, 150 kDa subunit"
"14921","Hs.184011","PP","10","71307.188","pyrophosphatase (inorganic)"
"14922","Hs.12908","CDC42BPB","14","101388.757","CDC42 binding protein kinase beta (DMPK-like)"
"14923","Hs.279923","E2IG3","3","52677.435","putative nucleotide binding protein, estradiol-induced"
"14924","Hs.3945","C20orf45","20","58293.615","chromosome 20 open reading frame 45"
"14925","Hs.104222","FLJ10702","3","5138.976","hypothetical protein FLJ10702"
"14926","Hs.12210","TEM6","7","47055.532","tumor endothelial marker 6"
"14927","Hs.24301","POLR2E","19","1039.165","polymerase (RNA) II (DNA directed) polypeptide E (25kD)"
"14928","Hs.42806","Cab45","1","1058.369","calcium binding protein Cab45 precursor"
"14929","Hs.10283","RBM8A","1","143256.324","RNA binding motif protein 8A"
"14930","Hs.172788","ALEX3","23","99649.976","ALEX3 protein"
"14931","Hs.18104","FLJ11274","14","67855.449","hypothetical protein FLJ11274"
"14932","Hs.198271","NDUFA10","2","241220.897","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10 (42kD)"
"14933","Hs.279784","PREB","2","27328.166","prolactin regulatory element binding"
"14934","Hs.75251","PIAS1","15","66062.389","protein inhibitor of activated STAT, 1"
"14935","Hs.75251","PIAS1","15","66062.389","protein inhibitor of activated STAT, 1"
"14936","Hs.75251","PIAS1","15","66062.389","protein inhibitor of activated STAT, 1"
"14937","Hs.102737","GP","5","179492.146","goliath protein"
"14938","Hs.169100","FLJ12529","11","60945.562","hypothetical protein FLJ12529"
"14939","Hs.271411","BACE2","21","41460.123","beta-site APP-cleaving enzyme 2"
"14940","Hs.279583","DREV1","16","21577.464","CGI-81 protein"
"14941","Hs.279617","HSD17B12","11","43666.613","hydroxysteroid (17-beta) dehydrogenase 12"
"14942","Hs.11463","UMP-CMPK","1","47169.504","UMP-CMP kinase"
"14943","Hs.73798","MIF","22","22561.118","macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"14944","Hs.5245","FLJ20643","19","54641.367","hypothetical protein FLJ20643"
"14945","Hs.6406","MO25","2","231780.203","MO25 protein"
"14946","Hs.7043","SUCLG1","2","84625.215","succinate-CoA ligase, GDP-forming, alpha subunit"
"14947","Hs.83883","TMEPAI","20","56908.874","transmembrane, prostate androgen induced RNA"
"14948","Hs.286088","GTF3C5","9","131182.157","general transcription factor IIIC, polypeptide 5 (63kD)"
"14949","Hs.169854","SP192","1","45506.458","hypothetical protein SP192"
"14950","Hs.331918","CDC27","17","45672.263","cell division cycle 27"
"14951","Hs.331918","CDC27","17","45672.263","cell division cycle 27"
"14952","Hs.331918","CDC27","17","45672.263","cell division cycle 27"
"14953","Hs.331918","CDC27","17","45672.263","cell division cycle 27"
"14954","Hs.283714","LOC55831","3","9980.636","30 kDa protein"
"14955","Hs.5324","CL25022","2","150628.696","hypothetical protein CL25022"
"14956","Hs.71472","FLJ10774","11","34091.457","hypothetical protein FLJ10774"
"14957","Hs.7579","FLJ10402","1","199086.594","hypothetical protein FLJ10402"
"14958","Hs.79095","EPS15","1","51190.816","epidermal growth factor receptor pathway substrate 15"
"14959","Hs.79095","EPS15","1","51190.816","epidermal growth factor receptor pathway substrate 15"
"14960","Hs.25584","ARF1GAP","20","62630.513","ADP-ribosylation factor 1 GTPase activating protein"
"14961","Hs.31297","FLJ23462","2","172581.53","duodenal cytochrome b"
"14962","Hs.44077","PARVA","11","12363.411","parvin, alpha"
"14963","Hs.9003","FLJ13868","16","31536.874","hypothetical protein FLJ13868"
"14964","Hs.10706","EPLIN","12","48855.839","epithelial protein lost in neoplasm beta"
"14965","Hs.23767","FLJ12666","1","38870.21","hypothetical protein FLJ12666"
"14966","Hs.239155","LOC51133","1","212797.382","NY-REN-45 antigen"
"14967","Hs.274248","FLJ20758","2","86307.909","hypothetical protein FLJ20758"
"14968","Hs.285017","NIP30","16","56961.778","NEFA-interacting nuclear protein NIP30"
"14969","Hs.3807","FXYD6","11","117245.344","FXYD domain-containing ion transport regulator 6"
"14970","Hs.4245","LOC56851","15","32092.281","chromosome 11 hypothetical protein ORF3"
"14971","Hs.15356","FLJ20254","2","27230.465","hypothetical protein FLJ20254"
"14972","Hs.262823","FLJ10326","1","217330.153","hypothetical protein FLJ10326"
"14973","Hs.348710","","18","27380.098","Homo sapiens, clone IMAGE:4242700, mRNA"
"14974","Hs.266933","HERC2","15","25958.545","hect domain and RLD 2"
"14975","Hs.108665","ZIN","19","51914.609","zinedin"
"14976","Hs.49349","BACE","11","116694.053","beta-site APP-cleaving enzyme"
"14977","Hs.180638","FLJ13081","10","121253.558","hypothetical protein FLJ13081"
"14978","Hs.20597","LCP","14","48224.908","host cell factor homolog"
"14979","Hs.23038","MRPL18","6","160120.785","mitochondrial ribosomal protein L18"
"14980","Hs.279882","PC326","1","165131.548","PC326 protein"
"14981","Hs.78185","TCFL4","17","41092.254","transcription factor-like 4"
"14982","Hs.78185","TCFL4","17","41092.254","transcription factor-like 4"
"14983","Hs.15259","BAG3","10","121075.468","BCL2-associated athanogene 3"
"14984","Hs.351484","PP3111","17","80694.567","PP3111 protein"
"14985","Hs.234839","VPS4A","16","69121.474","vacuolar protein sorting factor 4A"
"14986","Hs.26440","KIAA1169","12","112071.221","two-pore channel 1, homolog"
"14987","Hs.284162","C15orf15","15","53189.569","chromosome 15 open reading frame 15"
"14988","Hs.92918","BM-009","8","130810.306","hypothetical protein BM-009"
"14989","Hs.100002","DNLC2A","20","33819.879","dynein light chain 2A"
"14990","Hs.100002","DNLC2A","20","33819.879","dynein light chain 2A"
"14991","Hs.112110","MRPL42","12","92363.737","mitochondrial ribosomal protein L42"
"14992","Hs.362793","","1","117413.8","Homo sapiens, clone MGC:27474 IMAGE:4714032, mRNA, complete cds"
"14993","Hs.362793","","1","117413.8","Homo sapiens, clone MGC:27474 IMAGE:4714032, mRNA, complete cds"
"14994","Hs.241531","PEF","1","31597.943","PEF protein with a long N-terminal hydrophobic domain (peflin)"
"14995","Hs.25999","FLJ22195","6","34601.923","hypothetical protein FLJ22195"
"14996","Hs.25999","FLJ22195","6","34601.923","hypothetical protein FLJ22195"
"14997","Hs.279945","HSPC023","19","13746.284","HSPC023 protein"
"14998","Hs.11125","SPC12","3","52697.473","signal peptidase 12kDa"
"14999","Hs.180817","C11orf23","11","68047.972","chromosome 11 open reading frame 23"
"15000","Hs.209065","FLJ14225","1","35326.753","hypothetical protein FLJ14225"
"15001","Hs.25413","TOLLIP","11","1262.682","Toll-interacting protein"
"15002","Hs.56828","TNRC5","6","42943.779","trinucleotide repeat containing 5"
"15003","Hs.71787","MRPS7","17","73854.912","mitochondrial ribosomal protein S7"
"15004","Hs.182579","LAP3","4","17329.828","leucine aminopeptidase 3"
"15005","Hs.25197","STUB1","16","670.47","STIP1 homology and U-Box containing protein 1"
"15006","Hs.26676","C20orf44","20","34605.799","chromosome 20 open reading frame 44"
"15007","Hs.267831","ARHGAP5","14","30536.535","Rho GTPase activating protein 5"
"15008","Hs.275438","HDAC7A","12","46462.775","histone deacetylase 7A"
"15009","Hs.5392","PCMF","2","85173.091","potassium channel modulatory factor"
"15010","Hs.7942","FLJ20080","2","64725.998","hypothetical protein FLJ20080"
"15011","Hs.8083","FLJ10769","13","108966.008","hypothetical protein FLJ10769"
"15012","Hs.8117","ERBB2IP","5","65238.267","erbb2 interacting protein"
"15013","Hs.10724","MRPS35","12","27754.995","mitochondrial ribosomal protein S35"
"15014","Hs.177596","FLJ10350","1","36064.415","hypothetical protein FLJ10350"
"15015","Hs.183860","FLJ20277","1","46024.271","O-linked mannose beta1,2-N-acetylglucosaminyltransferase"
"15016","Hs.21332","BTBD1","15","81404.95","BTB (POZ) domain containing 1"
"15017","Hs.283685","FLJ20396","3","32494.571","hypothetical protein FLJ20396"
"15018","Hs.284266","DKFZP564B147","23","132890.577","DKFZP564B147 protein"
"15019","Hs.324844","IMAGE3455200","16","31138.235","hypothetical protein IMAGE3455200"
"15020","Hs.7236","NOSIP","19","54750.781","eNOS interacting protein"
"15021","Hs.78893","PHF3","6","64353.266","PHD finger protein 3"
"15022","Hs.78893","PHF3","6","64353.266","PHD finger protein 3"
"15023","Hs.78893","PHF3","6","64353.266","PHD finger protein 3"
"15024","Hs.10267","MIL1","22","16546.303","MIL1 protein"
"15025","Hs.18442","MASA","4","83810.157","E-1 enzyme"
"15026","Hs.279818","AF093680","16","57922.895","similar to mouse Glt3 or D. malanogaster transcription factor IIB"
"15027","Hs.279901","PTD009","11","118426.892","PTD009 protein"
"15028","Hs.279901","PTD009","11","118426.892","PTD009 protein"
"15029","Hs.285005","TOMM22","22","37321.017","translocase of outer mitochondrial membrane 22 homolog (yeast)"
"15030","Hs.7994","FLJ20551","3","39385.43","hypothetical protein FLJ20551"
"15031","Hs.14317","NOLA3","15","32349.974","nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)"
"15032","Hs.169248","HCS","23","101403.965","cytochrome c"
"15033","Hs.252692","FLJ20343","17","16103.347","hypothetical protein FLJ20343"
"15034","Hs.27299","HCNGP","17","74260.56","transcriptional regulator protein"
"15035","Hs.48778","C1orf24","1","181999.548","chromosome 1 open reading frame 24"
"15036","Hs.48778","C1orf24","1","181999.548","chromosome 1 open reading frame 24"
"15037","Hs.4992","TSSC1","2","4802.166","tumor suppressing subtransferable candidate 1"
"15038","Hs.5258","C11orf2","11","64639.042","chromosome 11 open reading frame2"
"15039","Hs.5801","KIAA1194","5","180031.094","KIAA1194 protein"
"15040","Hs.6361","MAP2K1IP1","4","101260.758","mitogen-activated protein kinase kinase 1 interacting protein 1"
"15041","Hs.6693","FLJ20420","7","131885.854","hypothetical protein FLJ20420"
"15042","Hs.9857","DCXR","17","80672.57","dicarbonyl/L-xylulose reductase"
"15043","Hs.10071","TM7SF3","12","27017.389","seven transmembrane protein TM7SF3"
"15044","Hs.15984","LOC51186","23","101383.279","pp21 homolog"
"15045","Hs.266483","LOC51143","3","32539.236","dynein light chain-A"
"15046","Hs.279623","SEPX1","16","1928.245","selenoprotein X, 1"
"15047","Hs.337078","HSA243666","1","151737.844","NICE-5 protein"
"15048","Hs.284243","NET-6","7","16537.723","tetraspan NET-6 protein"
"15049","Hs.5080","MRPL16","11","59348.972","mitochondrial ribosomal protein L16"
"15050","Hs.54943","FXC1","11","6466.998","fracture callus 1 homolog (rat)"
"15051","Hs.6353","MRG15","15","76881.047","MORF-related gene 15"
"15052","Hs.8297","RNASE6PL","6","167252.306","ribonuclease 6 precursor"
"15053","Hs.8297","RNASE6PL","6","167252.306","ribonuclease 6 precursor"
"15054","Hs.8858","BAZ1A","14","33211.977","bromodomain adjacent to zinc finger domain, 1A"
"15055","Hs.8858","BAZ1A","14","33211.977","bromodomain adjacent to zinc finger domain, 1A"
"15056","Hs.101364","FLJ20752","2","190728.688","hypothetical protein FLJ20752"
"15057","Hs.107003","HEI10","14","18769.655","enhancer of invasion 10"
"15058","Hs.12150","LOC51170","4","88716.157","retinal short-chain dehydrogenase/reductase retSDR2"
"15059","Hs.234546","LOC51292","14","22692.257","GMPR2 for guanosine monophosphate reductase isolog"
"15060","Hs.266914","SSDP1","1","54062.512","single-stranded DNA-binding protein"
"15061","Hs.301342","MGC4342","1","15099.13","hypothetical protein MGC4342"
"15062","Hs.54642","MAT2B","5","162913.479","methionine adenosyltransferase II, beta"
"15063","Hs.8185","SQRDL","15","43643.311","sulfide dehydrogenase like (yeast)"
"15064","Hs.82101","PHLDA1","12","74710.115","pleckstrin homology-like domain, family A, member 1"
"15065","Hs.82101","PHLDA1","12","74710.115","pleckstrin homology-like domain, family A, member 1"
"15066","Hs.82101","PHLDA1","12","74710.115","pleckstrin homology-like domain, family A, member 1"
"15067","Hs.82101","PHLDA1","12","74710.115","pleckstrin homology-like domain, family A, member 1"
"15068","Hs.82101","PHLDA1","12","74710.115","pleckstrin homology-like domain, family A, member 1"
"15069","Hs.20776","MRPS2","9","133831.878","mitochondrial ribosomal protein S2"
"15070","Hs.24395","SCYB14","5","134982.59","small inducible cytokine subfamily B (Cys-X-Cys), member 14 (BRAK)"
"15071","Hs.350402","FKBP3","14","43575.146","FK506 binding protein 3 (25kD)"
"15072","Hs.333149","FLJ10276","1","32333.176","hypothetical protein FLJ10276"
"15073","Hs.108642","ZNF22","10","44782.733","zinc finger protein 22 (KOX 15)"
"15074","Hs.108642","ZNF22","10","44782.733","zinc finger protein 22 (KOX 15)"
"15075","Hs.108957","RPS27L","15","61161.871","ribosomal protein S27-like"
"15076","Hs.278619","FLJ10099","7","65797.849","hypothetical protein FLJ10099"
"15077","Hs.344037","PRC1","15","89239.042","protein regulator of cytokinesis 1"
"15078","Hs.79625","C20orf149","20","62878.48","chromosome 20 open reading frame 149"
"15079","Hs.109701","UBL5","19","9799.613","ubiquitin-like 5"
"15080","Hs.136164","SE20-4","23","52078.352","cutaneous T-cell lymphoma-associated tumor antigen se20-4; differentially expressed nucleolar TGF-beta1 target protein (DENTT)"
"15081","Hs.180952","DCTN4","5","150116.819","dynactin 4 (p62)"
"15082","Hs.184352","FLJ12549","17","73798.908","frount"
"15083","Hs.236828","WHIP","6","2710.664","Werner helicase interacting protein"
"15084","Hs.274319","FLJ10509","16","22275.307","hypothetical protein FLJ10509"
"15085","Hs.288057","FLJ22242",NA,NA,"hypothetical protein FLJ22242"
"15086","Hs.4746","FLJ21324","21","44036.577","hypothetical protein FLJ21324"
"15087","Hs.4746","FLJ21324","21","44036.577","hypothetical protein FLJ21324"
"15088","Hs.6120","TEX27","6","37834.487","testis expressed sequence 27"
"15089","Hs.6318","humNRDR","14","22413.092","peroxisomal short-chain alcohol dehydrogenase"
"15090","Hs.98289","LOC51231","19","55171.539","VRK3 for vaccinia related kinase 3"
"15091","Hs.102469","C5orf6","5","137750.183","chromosome 5 open reading frame 6"
"15092","Hs.108725","BRP44l","6","166687.697","brain protein 44-like"
"15093","Hs.15250","PECI","6","4060.94","peroxisomal D3,D2-enoyl-CoA isomerase"
"15094","Hs.16059","HSPC009","17","41322.817","HSPC009 protein"
"15095","Hs.18349","MRPL15","8","55097.74","mitochondrial ribosomal protein L15"
"15096","Hs.25597","ELOVL1","1","43242.277","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"
"15097","Hs.152717","FLJ13725","16","67350.008","hypothetical protein FLJ13725"
"15098","Hs.318339","GIT1","17","28046.056","G protein-coupled receptor kinase-interactor 1"
"15099","Hs.60548","PRO1635","14","87612.572","hypothetical protein PRO1635"
"15100","Hs.76691","SNN","16","11728.748","stannin"
"15101","Hs.76691","SNN","16","11728.748","stannin"
"15102","Hs.84344","LOC51024","7","100443.073","CGI-135 protein"
"15103","Hs.95549","FLJ20273","4","40341.279","RNA-binding protein"
"15104","Hs.181022","LOC51068","3","162260.011","CGI-07 protein"
"15105","Hs.22412","MGC3035","2","220245.492","hypothetical protein MGC3035"
"15106","Hs.279851","FLJ10241","19","46629.063","hypothetical protein FLJ10241"
"15107","Hs.279905","ANKT","15","39341.211","nucleolar protein ANKT"
"15108","Hs.342307","FLJ10330","1","108581.749","hypothetical protein FLJ10330"
"15109","Hs.343878","PRO1068",NA,NA,"hypothetical protein PRO1068"
"15110","Hs.6671","COPS4","4","84414.777","COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)"
"15111","Hs.164478","FLJ21939","3","28339.826","hypothetical protein FLJ21939 similar to 5-azacytidine induced gene 2"
"15112","Hs.171814","PTMS","12","6746.082","parathymosin"
"15113","Hs.171814","PTMS","12","6746.082","parathymosin"
"15114","Hs.180312","MRPS16","10","74355.102","mitochondrial ribosomal protein S16"
"15115","Hs.21938","OSBPL9","1","51452.681","oxysterol binding protein-like 9"
"15116","Hs.35660","BUP","10","22609.343","BUP protein"
"15117","Hs.333823","MRPL13","8","121364.671","mitochondrial ribosomal protein L13"
"15118","Hs.367646","BM-002","13","36722.017","hypothetical protein BM-002"
"15119","Hs.84753","FLJ12442","3","52516.871","hypothetical protein FLJ12442"
"15120","Hs.9275","CGI-152","19","19617.008","CGI-152 protein"
"15121","Hs.108847","MGC2749","19","18529.603","hypothetical protein MGC2749"
"15122","Hs.16470","FLJ10904","5","76812.142","hypothetical protein FLJ10904"
"15123","Hs.168159","LOC51283","16","14693.234","apoptosis regulator"
"15124","Hs.173162","NOC4","16","85593.714","neighbor of COX4"
"15125","Hs.180933","CGBP","18","46060.705","CpG binding protein"
"15126","Hs.23528","LOC51123","8","102167.739","HSPC038 protein"
"15127","Hs.25303","FLJ13154","16","57810.701","hypothetical protein FLJ13154"
"15128","Hs.278362","MEA","6","43026.82","male-enhanced antigen"
"15129","Hs.3903","CEP4","17","71876.886","Cdc42 effector protein 4; binder of Rho GTPases 4"
"15130","Hs.3903","CEP4","17","71876.886","Cdc42 effector protein 4; binder of Rho GTPases 4"
"15131","Hs.96200","NAKAP95","19","15351.861","neighbor of A-kinase anchoring protein 95"
"15132","Hs.121619","C11orf15","11","8933.148","chromosome 11 open reading frame 15"
"15133","Hs.172613","SLC12A7","5","1103.237","solute carrier family 12 (potassium/chloride transporters), member 7"
"15134","Hs.179972","FLJ10154","13","104893.676","hypothetical protein FLJ10154"
"15135","Hs.181406","FLJ22301","1","245947.374","hypothetical protein FLJ22301"
"15136","Hs.237971","MGC5627","16","30471.08","hypothetical protein MGC5627"
"15137","Hs.27059","GMPPA","2","220566.151","GDP-mannose pyrophosphorylase A"
"15138","Hs.279474","MKRN2","3","12573.593","makorin, ring finger protein, 2"
"15139","Hs.279836","HSPC166","11","36259.818","HSPC166 protein"
"15140","Hs.30738","FLJ10407","1","53603.307","hypothetical protein FLJ10407"
"15141","Hs.9825","LOC51647","16","66742.202","CGI-128 protein"
"15142","Hs.125262","AAAS","12","51987.507","achalasia, adrenocortical insufficiency, alacrimia (Allgrove, triple-A)"
"15143","Hs.14169","RICH1","16","24897.264","homolog of rat nadrin"
"15144","Hs.14896","ZDHHC3","3","44927.252","zinc finger, DHHC domain containing 3"
"15145","Hs.14896","ZDHHC3","3","44927.252","zinc finger, DHHC domain containing 3"
"15146","Hs.180799","LZK1","17","35097.076","C3HC4-type zinc finger protein"
"15147","Hs.25821","FAF1","1","50276.852","Fas (TNFRSF6) associated factor 1"
"15148","Hs.274422","C20orf27","20","3729.16","chromosome 20 open reading frame 27"
"15149","Hs.28423","UBP1","3","33401.598","upstream binding protein 1 (LBP-1a)"
"15150","Hs.288102","C9orf15","9","126259.016","chromosome 9 open reading frame 15"
"15151","Hs.333418","FXYD5","19","40337.41","FXYD domain-containing ion transport regulator 5"
"15152","Hs.105547","NPDC1","9","135291.215","neural proliferation, differentiation and control, 1"
"15153","Hs.108924","SH3D5","10","96736.117","SH3-domain protein 5 (ponsin)"
"15154","Hs.110950","GTR2","1","38718.314","Rag C protein"
"15155","Hs.11314","C20orf4","20","35539.875","chromosome 20 open reading frame 4"
"15156","Hs.171545","HRB","2","228539.433","HIV-1 Rev binding protein"
"15157","Hs.171545","HRB","2","228539.433","HIV-1 Rev binding protein"
"15158","Hs.172572","FLJ20093","13","109228.888","hypothetical protein FLJ20093"
"15159","Hs.179666","C20orf35","20","44677.207","chromosome 20 open reading frame 35"
"15160","Hs.236510","TPARL","4","56177.898","TPA regulated locus"
"15161","Hs.27842","FLJ11210","8","6553.621","hypothetical protein FLJ11210"
"15162","Hs.11270","MGC2491","10","103847.594","hypothetical protein MGC2491"
"15163","Hs.16206","HT008","17","62698.165","uncharacterized hypothalamus protein HT008"
"15164","Hs.170318","ESRRBL1","3","109200.56","estrogen-related receptor beta like 1"
"15165","Hs.193313","NDUFC2","11","77505.704","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2 (14.5kD, B14.5b)"
"15166","Hs.24332","LOC51071","12","15955.549","CGI-26 protein"
"15167","Hs.257486","FTSJ3","17","62370.163","FtsJ homolog 3 (E. coli)"
"15168","Hs.26369","FLJ20287","9","98444.209","hypothetical protein FLJ20287"
"15169","Hs.279652","MRPL4","19","10223.639","mitochondrial ribosomal protein L4"
"15170","Hs.28444","MRPS10","6","42221.393","mitochondrial ribosomal protein S10"
"15171","Hs.289069","FLJ21016","1","221550.176","hypothetical protein FLJ21016"
"15172","Hs.6877","FLJ10483","14","91663.642","hypothetical protein FLJ10483"
"15173","Hs.7503","FLJ14153","3","159840.824","hypothetical protein FLJ14153"
"15174","Hs.9822","HCNP","19","7590.411","HCNP protein; XPA-binding protein 2"
"15175","Hs.12492","CMAS","12","22090.425","CMP-N-acetylneuraminic acid synthase"
"15176","Hs.157160","MRPS34","16","1761.897","mitochondrial ribosomal protein S34"
"15177","Hs.160417","TMEM2","9","69755.401","transmembrane protein 2"
"15178","Hs.238296","GGA1","22","36247.891","golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"15179","Hs.26516","FLJ10604","19","14091.342","hypothetical protein FLJ10604"
"15180","Hs.278429","LOC51759","9","127965.615","hepatocellular carcinoma-associated antigen 59"
"15181","Hs.279919","RBX1","22","39590.423","ring-box 1"
"15182","Hs.11866","TIMM23","10","50937.023","translocase of inner mitochondrial membrane 23 homolog (yeast)"
"15183","Hs.11866","TIMM23","10","50937.023","translocase of inner mitochondrial membrane 23 homolog (yeast)"
"15184","Hs.284279","HMOX2","16","4526.738","heme oxygenase (decycling) 2"
"15185","Hs.284279","HMOX2","16","4526.738","heme oxygenase (decycling) 2"
"15186","Hs.3355","SENP2","3","186624.943","sentrin-specific protease"
"15187","Hs.5811","C21orf59","21","32894.505","chromosome 21 open reading frame 59"
"15188","Hs.6603","FLJ20296","2","85543.761","hypothetical protein FLJ20296"
"15189","Hs.72085","FLJ10853","8","27612.746","hypothetical protein FLJ10853"
"15190","Hs.8055","FLJ10579","15","38744.141","hypothetical protein FLJ10579"
"15191","Hs.84928","NFYB","12","103015.971","nuclear transcription factor Y, beta"
"15192","Hs.84928","NFYB","12","103015.971","nuclear transcription factor Y, beta"
"15193","Hs.84928","NFYB","12","103015.971","nuclear transcription factor Y, beta"
"15194","Hs.9732","MGC4368","17","81079.331","hypothetical protein MGC4368"
"15195","Hs.118964","FLJ20085","19","19430.396","hypothetical protein FLJ20085"
"15196","Hs.15580","LENG5","19","59386.005","leukocyte receptor cluster (LRC) member 5"
"15197","Hs.21943","NIF3L1","2","201956.73","NIF3 NGG1 interacting factor 3-like 1 (S. pombe)"
"15198","Hs.25516","FLJ10290","5","150098.865","hypothetical protein FLJ10290"
"15199","Hs.26813","LOC51290","12","29385.232","CDA14"
"15200","Hs.300496","LOC51312","8","23408.417","mitochondrial solute carrier"
"15201","Hs.373517","SMAP1","6","71373.199","stromal membrane-associated protein"
"15202","Hs.46743","MKKS","20","10380.836","McKusick-Kaufman syndrome"
"15203","Hs.106210","FLJ10813","14","55725.667","hypothetical protein FLJ10813"
"15204","Hs.12152","APMCF1","3","134845.585","APMCF1 protein"
"15205","Hs.16130","E2-230K","17","74983.018","likely ortholog of mouse ubiquitin-conjugating enzyme E2-230K"
"15206","Hs.18925","LOC51185","3","3167.216","protein x 0001"
"15207","Hs.238030","SCAMP2","15","72853.013","secretory carrier membrane protein 2"
"15208","Hs.24956","FLJ22056","14","103146.69","hypothetical protein FLJ22056"
"15209","Hs.26802","C20orf97","20","356.272","chromosome 20 open reading frame 97"
"15210","Hs.283737","AD-017","3","52685.852","glycosyltransferase AD-017"
"15211","Hs.283737","AD-017","3","52685.852","glycosyltransferase AD-017"
"15212","Hs.288382","FLJ13111","16","67638.297","hypothetical protein FLJ13111"
"15213","Hs.32352","DKFZp434K1210","8","28225.019","hypothetical protein DKFZp434K1210"
"15214","Hs.342849","ARL5","2","152861.648","ADP-ribosylation factor-like 5"
